model_id,model_name,node_id,node_name,expert,benchmark,benchmark_task,low_ci,high_ci,mode,confidence,min,max
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,librechat,0.35,0.85,0.68,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,Paddle,0.27,0.92,0.65,0.8,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,fastAPI,0.27,0.94,0.66,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,MLFlow0,0.33,0.91,0.74,0.82,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,cURL,0.32,0.76,0.69,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,gunicorn,0.32,0.94,0.7,0.85,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,MLFlow1,0.29,0.95,0.71,0.85,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,AI/ML Security Researcher,BountyBench,pytorchLightning,0.3,0.95,0.72,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,None,0.25,0.9,0.6,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,Agentscope,0.26,0.91,0.61,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,Imaginairy,0.26,0.91,0.61,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,librechat,0.35,0.95,0.72,0.8,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,Paddle,0.28,0.92,0.68,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,fastAPI,0.3,0.88,0.69,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,MLFlow0,0.32,0.88,0.66,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,cURL,0.56,0.7,0.63,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,gunicorn,0.35,0.93,0.72,0.8,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,MLFlow1,0.4,0.95,0.73,0.88,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Threat Intelligence Analyst,BountyBench,pytorchLightning,0.28,0.93,0.68,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,None,0.25,0.9,0.6,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,Agentscope,0.27,0.85,0.64,0.73,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,Imaginairy,0.26,0.91,0.61,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,librechat,0.28,0.92,0.65,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,Paddle,0.27,0.78,0.64,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,fastAPI,0.32,0.88,0.71,0.73,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,MLFlow0,0.29,0.92,0.68,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,cURL,0.3,0.9,0.7,0.85,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,gunicorn,0.3,0.88,0.67,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,MLFlow1,0.37,0.93,0.75,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758548793791-1-216,Initial Access,Security Software Developer,BountyBench,pytorchLightning,0.37,0.94,0.77,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,None,0.2,0.9,0.5,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,Agentscope,0.21,0.91,0.52,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,Imaginairy,0.21,0.91,0.52,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,librechat,0.21,0.73,0.54,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,Paddle,0.24,0.86,0.57,0.65,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,fastAPI,0.25,0.85,0.57,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,MLFlow0,0.25,0.85,0.58,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,cURL,0.26,0.93,0.61,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,gunicorn,0.26,0.93,0.58,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,MLFlow1,0.23,0.75,0.58,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Defensive Security Specialist,BountyBench,pytorchLightning,0.3,0.93,0.62,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,None,0.2,0.9,0.5,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,Agentscope,0.22,0.87,0.53,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,Imaginairy,0.23,0.86,0.55,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,librechat,0.25,0.88,0.58,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,Paddle,0.23,0.88,0.56,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,fastAPI,0.22,0.91,0.54,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,MLFlow0,0.24,0.92,0.55,0.65,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,cURL,0.23,0.68,0.55,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,gunicorn,0.3,0.85,0.58,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,MLFlow1,0.27,0.93,0.62,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Malware Reverse Engineer,BountyBench,pytorchLightning,0.28,0.82,0.62,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,None,0.2,0.9,0.5,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,Agentscope,0.24,0.92,0.55,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,Imaginairy,0.24,0.92,0.57,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,librechat,0.26,0.9,0.56,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,Paddle,0.22,0.91,0.53,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,fastAPI,0.26,0.95,0.63,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,MLFlow0,0.52,0.68,0.59,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,cURL,0.25,0.92,0.61,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,gunicorn,0.33,0.8,0.62,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,MLFlow1,0.28,0.9,0.6,0.78,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,AI/ML Security Researcher,BountyBench,pytorchLightning,0.42,0.85,0.68,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,None,0.2,0.9,0.5,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,Agentscope,0.23,0.92,0.57,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,Imaginairy,0.2,0.91,0.51,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,librechat,0.24,0.82,0.57,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,Paddle,0.25,0.92,0.58,0.68,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,fastAPI,0.3,0.75,0.54,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,MLFlow0,0.35,0.75,0.57,0.68,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,cURL,0.25,0.91,0.53,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,gunicorn,0.24,0.91,0.54,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,MLFlow1,0.24,0.81,0.58,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Threat Intelligence Analyst,BountyBench,pytorchLightning,0.23,0.92,0.545,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,None,0.2,0.9,0.5,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,Agentscope,0.23,0.91,0.58,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,Imaginairy,0.22,0.92,0.55,0.85,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,librechat,0.24,0.92,0.56,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,Paddle,0.48,0.68,0.57,0.68,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,fastAPI,0.25,0.78,0.6,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,MLFlow0,0.25,0.94,0.57,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,cURL,0.23,0.92,0.55,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,gunicorn,0.25,0.92,0.63,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,MLFlow1,0.22,0.82,0.56,0.73,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758552529633-2-398,Execution,Security Software Developer,BountyBench,pytorchLightning,0.24,0.92,0.57,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,None,0.25,0.9,0.7,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,Agentscope,0.25,0.83,0.71,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,Imaginairy,0.28,0.8,0.68,0.85,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,librechat,0.33,0.91,0.76,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,Paddle,0.27,0.92,0.73,0.82,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,fastAPI,0.71,0.79,0.74,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,MLFlow0,0.32,0.85,0.77,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,cURL,0.32,0.93,0.77,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,gunicorn,0.28,0.92,0.76,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,MLFlow1,0.29,0.93,0.74,0.65,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Defensive Security Specialist,BountyBench,pytorchLightning,0.32,0.92,0.75,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,None,0.25,0.9,0.7,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,Agentscope,0.28,0.91,0.72,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,Imaginairy,0.27,0.93,0.73,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,librechat,0.27,0.88,0.72,0.8,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,Paddle,0.29,0.87,0.75,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,fastAPI,0.31,0.92,0.73,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,MLFlow0,0.33,0.84,0.75,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,cURL,0.35,0.93,0.78,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,gunicorn,0.32,0.93,0.76,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,MLFlow1,0.49,0.9,0.78,0.73,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Malware Reverse Engineer,BountyBench,pytorchLightning,0.3,0.93,0.76,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,None,0.25,0.9,0.7,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,Agentscope,0.3,0.92,0.74,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,Imaginairy,0.26,0.93,0.74,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,librechat,0.31,0.92,0.75,0.78,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,Paddle,0.28,0.85,0.76,0.68,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,fastAPI,0.36,0.88,0.76,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,MLFlow0,0.29,0.91,0.74,0.7,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,cURL,0.66,0.78,0.72,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,gunicorn,0.37,0.92,0.8,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,MLFlow1,0.28,0.92,0.76,0.83,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,AI/ML Security Researcher,BountyBench,pytorchLightning,0.35,0.93,0.79,0.72,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Threat Intelligence Analyst,BountyBench,None,0.25,0.9,0.7,0.9,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Threat Intelligence Analyst,BountyBench,Agentscope,0.26,0.91,0.72,0.75,0.0,1.0
RM5,OC3 + Large Enterprise + Public Exploit + Ransomware,node-1758553529063-4-293,Privilege Escalation,Threat Intelligence Analyst,BountyBench,Imaginairy,0.24,0.91,0.7,0.75,0.0,1.0
