model_id,model_name,node_id,node_name,benchmark,benchmark_task,expert_i,expert_j,w1,w1_sq,w2,w2_sq,distribution_families_used,best_methods_used
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow0,AI/ML Security Researcher,Threat Intelligence Analyst,0.06909690416621,0.00477438216535441,0.08587587560022981,0.007374666010106146,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow0,AI/ML Security Researcher,Security Software Developer,0.042044539585890744,0.0017677433089895338,0.05273088578293802,0.002780546315453255,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow0,Threat Intelligence Analyst,Security Software Developer,0.03680428573710523,0.0013545554486184875,0.04374492198850409,0.0019136181997803088,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Defensive Security Specialist,Malware Reverse Engineer,0.041427418152506834,0.0017162309747826528,0.050314970466067185,0.0025315962530012134,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Defensive Security Specialist,AI/ML Security Researcher,0.04645959953315543,0.002158494388781176,0.05683376005878207,0.003230076282419212,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Defensive Security Specialist,Threat Intelligence Analyst,0.08212996160462595,0.006745330593177333,0.10239949745761193,0.010485657079571472,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Defensive Security Specialist,Security Software Developer,0.045628855316090275,0.0020819924374566997,0.054751626525498046,0.002997740607187621,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Malware Reverse Engineer,AI/ML Security Researcher,0.007310935074756254,5.3449771667301235e-05,0.009172713497516577,8.41386729075228e-05,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Malware Reverse Engineer,Threat Intelligence Analyst,0.05148916047440128,0.002651133646358647,0.06356037278111407,0.004039920988074186,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Malware Reverse Engineer,Security Software Developer,0.009188765608204703,8.443341340252555e-05,0.009647600227287294,9.307619014555386e-05,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,AI/ML Security Researcher,Threat Intelligence Analyst,0.04420322675693182,0.001953925255724733,0.05441833153580342,0.002961354807140617,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,AI/ML Security Researcher,Security Software Developer,0.015421399780224197,0.0002378195711814989,0.0159210108611326,0.0002534785868403021,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,MLFlow1,Threat Intelligence Analyst,Security Software Developer,0.05743514729988421,0.003298796145359396,0.06881827203889657,0.004735954566419573,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Defensive Security Specialist,Malware Reverse Engineer,0.07592951345099581,0.0057652910129049545,0.09462322952860719,0.00895355556642348,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Defensive Security Specialist,AI/ML Security Researcher,0.08605490014896208,0.007405445839647834,0.10568485524102245,0.011169288627315869,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Defensive Security Specialist,Threat Intelligence Analyst,0.009447268821720442,8.925088818985114e-05,0.010111095230905667,0.00010223424676844331,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Defensive Security Specialist,Security Software Developer,0.05671558102985194,0.0032166571315537015,0.07024087785476044,0.004933780921807376,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Malware Reverse Engineer,AI/ML Security Researcher,0.016966919235525103,0.0002878763483448318,0.019370791741740147,0.0003752275727018683,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Malware Reverse Engineer,Threat Intelligence Analyst,0.075733577191179,0.005735574714172268,0.09507004275477826,0.009038313029395367,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Malware Reverse Engineer,Security Software Developer,0.02232377829309163,0.0004983510772791091,0.027685754807508924,0.0007665010192615036,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,AI/ML Security Researcher,Threat Intelligence Analyst,0.0842664916548045,0.007100841615809237,0.10449432626932918,0.010919064222481019,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,AI/ML Security Researcher,Security Software Developer,0.02935611683998589,0.0008617815959229032,0.03557972665092912,0.001265916948554836,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,Paddle,Threat Intelligence Analyst,Security Software Developer,0.05526721465503238,0.0030544650157254254,0.06925828431278296,0.004796709945950278,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Defensive Security Specialist,Malware Reverse Engineer,0.04607233594501409,0.002122660139430237,0.052089572360793854,0.002713323548730379,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Defensive Security Specialist,AI/ML Security Researcher,0.02876082281788904,0.0008271849291620068,0.03539274910065137,0.0012526466889016584,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Defensive Security Specialist,Threat Intelligence Analyst,0.049999691254327225,0.002499969125528046,0.06304750905142026,0.00397498839758892,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Defensive Security Specialist,Security Software Developer,0.08835444005119311,0.007806507076759878,0.09673650305803042,0.009357951023896327,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Malware Reverse Engineer,AI/ML Security Researcher,0.04934660328976699,0.0024350872562376425,0.05826928336352328,0.0033953093836985707,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Malware Reverse Engineer,Threat Intelligence Analyst,0.07131145678458048,0.0050853238687390894,0.08598822333999342,0.00739397455316859,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Malware Reverse Engineer,Security Software Developer,0.0668090468886506,0.004463448746169913,0.08583531648365698,0.007367701555849556,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,AI/ML Security Researcher,Threat Intelligence Analyst,0.024219565851835996,0.0005865873700514202,0.030347656108007222,0.000920980231249868,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,AI/ML Security Researcher,Security Software Developer,0.062450945482245536,0.003900120591626404,0.06431395512464193,0.004136284823774455,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,cURL,Threat Intelligence Analyst,Security Software Developer,0.055117623430035574,0.0030379524125752067,0.056930210496227825,0.003241048867144809,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Defensive Security Specialist,Malware Reverse Engineer,0.047273599030872006,0.0022347931653316625,0.053498529871708285,0.0028620926984340637,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Defensive Security Specialist,AI/ML Security Researcher,0.01565047916941429,0.00024493749823227063,0.015862976159743924,0.0002516340126446041,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Defensive Security Specialist,Threat Intelligence Analyst,0.01759976506362256,0.0003097517302947092,0.021833620803401496,0.0004767069973867266,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Defensive Security Specialist,Security Software Developer,0.026299834594994367,0.0006916812997240625,0.030689870717344653,0.0009418681646473288,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Malware Reverse Engineer,AI/ML Security Researcher,0.03419641235256156,0.0011693946177864247,0.042076410243897897,0.001770424299012796,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Malware Reverse Engineer,Threat Intelligence Analyst,0.04592334465994279,0.0021089535847558963,0.046085167876957336,0.0021238426982473405,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Malware Reverse Engineer,Security Software Developer,0.043448861845030405,0.0018878035956285389,0.055541654378308346,0.0030848753710794588,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,AI/ML Security Researcher,Threat Intelligence Analyst,0.023664634699224377,0.0005600149354477344,0.02836655948165101,0.0008046616968260449,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,AI/ML Security Researcher,Security Software Developer,0.017508755643703064,0.0003065565241909039,0.021077361574527435,0.0004442551709433656,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,fastAPI,Threat Intelligence Analyst,Security Software Developer,0.040687243048707473,0.0016554517469045947,0.048796771623589745,0.002381124920884773,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Defensive Security Specialist,Malware Reverse Engineer,0.04981659821113282,0.002481693457329442,0.06185035758281198,0.003825466733121708,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Defensive Security Specialist,AI/ML Security Researcher,0.06753584657938295,0.004561090573193953,0.07871277957063838,0.006195701667735906,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Defensive Security Specialist,Threat Intelligence Analyst,0.09460547028185143,0.008950195007250274,0.11358084752600582,0.012900608924725781,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Defensive Security Specialist,Security Software Developer,0.04904010950191512,0.0024049323399598257,0.06068338847130697,0.0036824736363595513,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Malware Reverse Engineer,AI/ML Security Researcher,0.06387111059577293,0.004079518768737456,0.0640907615117483,0.004107625711155798,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Malware Reverse Engineer,Threat Intelligence Analyst,0.04841696430423333,0.0023442024324374046,0.05608490318505488,0.003145516365276979,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Malware Reverse Engineer,Security Software Developer,0.003371061137358354,1.13640531918078e-05,0.0034424918779519015,1.185075032976481e-05,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,AI/ML Security Researcher,Threat Intelligence Analyst,0.055532482373959295,0.0030838565986141,0.07121167192892898,0.005071102218913411,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,AI/ML Security Researcher,Security Software Developer,0.06050004945841457,0.003660255984470609,0.06069003592549633,0.003683280460638035,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,gunicorn,Threat Intelligence Analyst,Security Software Developer,0.04787130159203308,0.002291661516115389,0.055650772471812215,0.0030970084767094124,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Defensive Security Specialist,Malware Reverse Engineer,0.06883574654474986,0.004738360002373042,0.08593736100683402,0.007385230016818917,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Defensive Security Specialist,AI/ML Security Researcher,0.09384435002240023,0.008806762031126769,0.1139910301740289,0.012993954960136367,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Defensive Security Specialist,Threat Intelligence Analyst,0.015558214075186845,0.00024205802520934207,0.01906869101479886,0.0003636149770178707,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Defensive Security Specialist,Security Software Developer,0.021140647470628875,0.000446926975477407,0.026619697437971525,0.0007086082916891478,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Malware Reverse Engineer,AI/ML Security Researcher,0.03529237124507644,0.0012455514681002984,0.040438580743161735,0.001635278812521211,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Malware Reverse Engineer,Threat Intelligence Analyst,0.08122094445158867,0.006596841817608052,0.10079591593520741,0.010159816669217399,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Malware Reverse Engineer,Security Software Developer,0.048053985454050846,0.00230918551801813,0.059598275969546116,0.0035519544985421784,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,AI/ML Security Researcher,Threat Intelligence Analyst,0.10840459401208069,0.011751556002924041,0.13130396246018602,0.01724073055774594,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,AI/ML Security Researcher,Security Software Developer,0.07554441833384896,0.005706959141399575,0.0902574043446726,0.008146399039037723,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,librechat,Threat Intelligence Analyst,Security Software Developer,0.03341808248758866,0.0011167682371472799,0.04169838413537792,0.0017387552395015371,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,pytorchLightning,Defensive Security Specialist,Malware Reverse Engineer,0.07753340240069803,0.0060114284878285676,0.0985778188427973,0.009717586367803363,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,pytorchLightning,Defensive Security Specialist,AI/ML Security Researcher,0.013031389046374584,0.0001698171004779715,0.013100650451196,0.00017162704224442198,"[""beta""]","[""beta_quantile_mode""]"
RM6,OC3 + Financial + DDoS,node-1758548793791-1-216,Resource Development: Build Compromise Botnet - Uncertainty,BountyBench,pytorchLightning,Defensive Security Specialist,Threat Intelligence Analyst,0.0779907224077909,0.006082552781689097,0.09888702759551088,0.00977864422667533,"[""beta""]","[""beta_quantile_mode""]"
